tracking_number,package_type,carrier,weight_kg,length_cm,width_cm,height_cm,volume_cm3,origin_city,origin_state,origin_zip,destination_city,destination_state,destination_zip,current_status,estimated_delivery,actual_delivery,special_handling,insurance_value,signature_required,description
UPS774760996,Express,UPS,7.5,12.38,69.56,13.2,11367.22,personperson,Wisconsin,49371,person personperson,Idaho,27141,PackageStatus.IN_TRANSIT,2025-05-05 16:20:47,,False,,False,"Express package weighing 7.5kg, dimensions: 12.38x69.56x13.2cm, volume: 11367.22cm³"
UPS654561801,International,UPS,35.67,69.65,12.47,89.08,77369.14,personperson,Mississippi,70323,personperson,Idaho,65093,PackageStatus.DELIVERED,2025-05-12 05:21:10,,False,,False,"International package weighing 35.67kg, dimensions: 69.65x12.47x89.08cm, volume: 77369.14cm³"
Fed471695316,Refrigerated,FedEx,1.87,80.63,41.68,28.33,95207.45,person person,Massachusetts,65319,personperson,Maryland,30894,PackageStatus.DELIVERED,2025-05-13 23:33:33,,True,,True,"Refrigerated package weighing 1.87kg, dimensions: 80.63x41.68x28.33cm, volume: 95207.45cm³"
Ama590466048,Fragile,Amazon Logistics,41.68,21.49,98.44,37.67,79689.97,personperson,Delaware,90231,personperson,Connecticut,16800,PackageStatus.DELIVERED,2025-05-11 13:26:07,,True,4703.73,True,"Fragile package weighing 41.68kg, dimensions: 21.49x98.44x37.67cm, volume: 79689.97cm³"
UPS443922185,Overnight,UPS,8.77,93.32,98.01,5.25,48018.04,person personperson,Oregon,66657,person personperson,Michigan,34612,PackageStatus.IN_TRANSIT,2025-05-17 09:01:41,,False,,False,"Overnight package weighing 8.77kg, dimensions: 93.32x98.01x5.25cm, volume: 48018.04cm³"
Ama385063508,Fragile,Amazon Logistics,27.44,85.1,94.79,25.89,208845.02,person personperson,Delaware,64163,person personperson,Michigan,48909,PackageStatus.EXCEPTION,2025-05-12 21:39:04,,True,1612.58,False,"Fragile package weighing 27.44kg, dimensions: 85.1x94.79x25.89cm, volume: 208845.02cm³"
USP165280777,Overnight,USPS,41.47,90.76,60.15,99.26,541881.58,personperson,South Dakota,31704,personperson,Ohio,63963,PackageStatus.IN_TRANSIT,2025-05-07 21:13:42,,False,,False,"Overnight package weighing 41.47kg, dimensions: 90.76x60.15x99.26cm, volume: 541881.58cm³"
DHL442052957,Overnight,DHL,25.7,71.11,62.18,85.31,377208.39,person personperson,Rhode Island,63467,personperson,West Virginia,65815,PackageStatus.IN_TRANSIT,2025-05-08 07:12:59,,False,,True,"Overnight package weighing 25.7kg, dimensions: 71.11x62.18x85.31cm, volume: 377208.39cm³"
Fed639547471,Fragile,FedEx,41.85,9.33,67.92,71.44,45271.07,personperson,Hawaii,75728,person person,New Hampshire,53927,PackageStatus.OUT_FOR_DELIVERY,2025-05-04 13:03:15,,True,,True,"Fragile package weighing 41.85kg, dimensions: 9.33x67.92x71.44cm, volume: 45271.07cm³"
USP30521486,Express,USPS,11.14,32.21,90.11,92.24,267721.35,personperson,Florida,69223,personperson,North Dakota,55122,PackageStatus.IN_TRANSIT,2025-05-15 13:13:32,,False,,False,"Express package weighing 11.14kg, dimensions: 32.21x90.11x92.24cm, volume: 267721.35cm³"
UPS995459160,Overnight,UPS,12.91,57.68,84.81,65.68,321296.1,personperson,Delaware,94691,person person,South Carolina,89278,PackageStatus.IN_TRANSIT,2025-05-10 01:00:17,,False,4005.89,False,"Overnight package weighing 12.91kg, dimensions: 57.68x84.81x65.68cm, volume: 321296.1cm³"
USP330918711,Overnight,USPS,37.03,39.02,67.79,28.04,74170.45,personperson,New Hampshire,14931,personperson,Arizona,35990,PackageStatus.PROCESSING,2025-05-07 11:58:38,,False,,True,"Overnight package weighing 37.03kg, dimensions: 39.02x67.79x28.04cm, volume: 74170.45cm³"
Ama697907351,International,Amazon Logistics,37.31,84.36,75.67,67.02,427823.59,personperson,Utah,51415,person personperson,Rhode Island,08402,PackageStatus.DELIVERED,2025-05-10 21:03:53,,False,,True,"International package weighing 37.31kg, dimensions: 84.36x75.67x67.02cm, volume: 427823.59cm³"
Fed818482469,Overnight,FedEx,3.72,19.27,61.27,49.74,58726.67,personperson,Vermont,42083,person personperson,Oregon,29837,PackageStatus.IN_TRANSIT,2025-05-15 02:21:10,,False,,False,"Overnight package weighing 3.72kg, dimensions: 19.27x61.27x49.74cm, volume: 58726.67cm³"
DHL870803468,Hazardous Materials,DHL,23.17,49.3,50.13,53.31,131750.81,personperson,California,77645,person person,Colorado,07204,PackageStatus.DELIVERED,2025-05-02 23:50:44,,True,,False,"Hazardous Materials package weighing 23.17kg, dimensions: 49.3x50.13x53.31cm, volume: 131750.81cm³"
UPS390370558,Refrigerated,UPS,10.34,91.04,13.69,94.4,117654.27,person person,Ohio,51473,person personperson,Louisiana,10229,PackageStatus.OUT_FOR_DELIVERY,2025-05-02 15:38:47,,True,,False,"Refrigerated package weighing 10.34kg, dimensions: 91.04x13.69x94.4cm, volume: 117654.27cm³"
Ama781286355,Overnight,Amazon Logistics,16.52,96.6,40.26,10.08,39202.29,person personperson,Oregon,77691,personperson,Connecticut,58470,PackageStatus.PROCESSING,2025-05-15 14:18:47,,False,,True,"Overnight package weighing 16.52kg, dimensions: 96.6x40.26x10.08cm, volume: 39202.29cm³"
UPS362387644,Refrigerated,UPS,4.67,19.27,14.42,5.37,1492.18,person person,West Virginia,56167,person personperson,Arkansas,79904,PackageStatus.IN_TRANSIT,2025-05-16 23:31:28,,True,,False,"Refrigerated package weighing 4.67kg, dimensions: 19.27x14.42x5.37cm, volume: 1492.18cm³"
Fed535891115,Standard,FedEx,10.28,48.41,64.77,83.79,262724.86,person person,Washington,20449,person person,Nebraska,37563,PackageStatus.DELIVERED,2025-05-11 19:38:01,,False,,True,"Standard package weighing 10.28kg, dimensions: 48.41x64.77x83.79cm, volume: 262724.86cm³"
DHL650263622,Refrigerated,DHL,3.13,22.76,16.17,74.52,27425.54,personperson,Minnesota,27216,personperson,Kansas,25389,PackageStatus.DELIVERED,2025-05-09 20:46:32,,True,4312.72,True,"Refrigerated package weighing 3.13kg, dimensions: 22.76x16.17x74.52cm, volume: 27425.54cm³"
USP849071180,Overnight,USPS,24.34,83.89,93.91,27.76,218696.33,person personperson,Washington,37320,personperson,Oklahoma,23067,PackageStatus.PROCESSING,2025-05-06 06:39:13,,False,2097.48,True,"Overnight package weighing 24.34kg, dimensions: 83.89x93.91x27.76cm, volume: 218696.33cm³"
USP306338980,Refrigerated,USPS,48.54,65.53,46.97,21.09,64913.84,person personperson,Arkansas,29658,personperson,Alaska,63567,PackageStatus.DELIVERED,2025-05-07 17:50:41,,True,,True,"Refrigerated package weighing 48.54kg, dimensions: 65.53x46.97x21.09cm, volume: 64913.84cm³"
DHL29300121,International,DHL,3.39,39.14,52.15,86.08,175702.28,personperson,Arizona,89067,personperson,Delaware,81586,PackageStatus.DELIVERED,2025-05-17 05:23:15,,False,,False,"International package weighing 3.39kg, dimensions: 39.14x52.15x86.08cm, volume: 175702.28cm³"
UPS723732446,Standard,UPS,16.23,19.83,68.86,95.84,130868.93,personperson,California,86437,personperson,Idaho,26969,PackageStatus.DELIVERED,2025-05-03 23:29:53,,False,,True,"Standard package weighing 16.23kg, dimensions: 19.83x68.86x95.84cm, volume: 130868.93cm³"
USP875220256,Fragile,USPS,0.86,19.92,71.3,63.5,90188.8,personperson,Illinois,99848,personperson,California,86198,PackageStatus.DELIVERED,2025-05-07 19:14:24,,True,,False,"Fragile package weighing 0.86kg, dimensions: 19.92x71.3x63.5cm, volume: 90188.8cm³"
Fed906078142,Express,FedEx,13.46,74.93,12.52,64.89,60874.84,person personperson,Arkansas,16449,personperson,Wisconsin,07305,PackageStatus.DELIVERED,2025-05-12 22:13:04,,False,,False,"Express package weighing 13.46kg, dimensions: 74.93x12.52x64.89cm, volume: 60874.84cm³"
USP88872453,Standard,USPS,9.37,13.44,16.66,23.72,5311.15,person person,Tennessee,75422,person person,Louisiana,75670,PackageStatus.DELIVERED,2025-05-05 09:39:49,,False,,False,"Standard package weighing 9.37kg, dimensions: 13.44x16.66x23.72cm, volume: 5311.15cm³"
DHL216554093,Overnight,DHL,3.16,83.41,22.91,96.46,184327.64,person person,Maryland,30034,person personperson,Mississippi,57692,PackageStatus.IN_TRANSIT,2025-05-01 20:04:33,,False,,True,"Overnight package weighing 3.16kg, dimensions: 83.41x22.91x96.46cm, volume: 184327.64cm³"
Fed220449787,Fragile,FedEx,9.09,26.53,30.98,19.67,16166.76,personperson,Montana,85685,person person,North Carolina,20986,PackageStatus.DELIVERED,2025-05-11 09:48:53,,True,4951.41,False,"Fragile package weighing 9.09kg, dimensions: 26.53x30.98x19.67cm, volume: 16166.76cm³"
DHL128785154,Standard,DHL,9.47,85.0,91.28,42.33,328430.0,person person,Montana,46844,person personperson,Oregon,99780,PackageStatus.DELIVERED,2025-05-11 18:44:12,,False,,True,"Standard package weighing 9.47kg, dimensions: 85.0x91.28x42.33cm, volume: 328430.0cm³"
UPS653536082,Express,UPS,25.97,85.11,37.34,90.16,286529.15,personperson,Indiana,07836,person person,Massachusetts,59477,PackageStatus.IN_TRANSIT,2025-05-08 01:02:26,,False,,False,"Express package weighing 25.97kg, dimensions: 85.11x37.34x90.16cm, volume: 286529.15cm³"
USP335087067,Standard,USPS,42.31,19.44,52.71,12.07,12367.92,person personperson,North Dakota,23411,personperson,New Jersey,50181,PackageStatus.DELIVERED,2025-05-05 05:24:38,,False,1589.93,True,"Standard package weighing 42.31kg, dimensions: 19.44x52.71x12.07cm, volume: 12367.92cm³"
UPS347231824,Hazardous Materials,UPS,33.37,86.7,75.84,90.44,594672.66,personperson,Mississippi,59462,person personperson,Tennessee,03778,PackageStatus.DELIVERED,2025-05-15 21:15:11,,True,,False,"Hazardous Materials package weighing 33.37kg, dimensions: 86.7x75.84x90.44cm, volume: 594672.66cm³"
DHL329080726,International,DHL,49.24,6.06,33.16,10.85,2180.3,personperson,Wyoming,63061,personperson,Louisiana,72063,PackageStatus.DELIVERED,2025-05-06 05:39:20,,False,,True,"International package weighing 49.24kg, dimensions: 6.06x33.16x10.85cm, volume: 2180.3cm³"
USP855853454,Overnight,USPS,46.21,88.5,84.55,86.38,646353.47,personperson,Oklahoma,86219,person personperson,Connecticut,32242,PackageStatus.IN_TRANSIT,2025-05-12 19:45:03,,False,,True,"Overnight package weighing 46.21kg, dimensions: 88.5x84.55x86.38cm, volume: 646353.47cm³"
Ama595664546,International,Amazon Logistics,36.71,22.57,36.14,38.17,31134.5,person personperson,Maine,49443,personperson,Rhode Island,75048,PackageStatus.DELIVERED,2025-05-14 18:54:38,,False,3055.31,True,"International package weighing 36.71kg, dimensions: 22.57x36.14x38.17cm, volume: 31134.5cm³"
DHL58556587,Hazardous Materials,DHL,2.62,37.29,18.59,83.58,57939.42,person person,California,45615,personperson,New Jersey,47757,PackageStatus.DELIVERED,2025-05-07 20:37:50,,True,1456.98,True,"Hazardous Materials package weighing 2.62kg, dimensions: 37.29x18.59x83.58cm, volume: 57939.42cm³"
Ama254649680,Refrigerated,Amazon Logistics,21.06,51.93,67.33,78.38,274051.51,personperson,Maryland,34820,person personperson,Maryland,20942,PackageStatus.OUT_FOR_DELIVERY,2025-05-17 01:03:12,,True,3499.89,False,"Refrigerated package weighing 21.06kg, dimensions: 51.93x67.33x78.38cm, volume: 274051.51cm³"
DHL767772044,Hazardous Materials,DHL,32.83,58.85,17.44,84.38,86602.91,personperson,Maine,75931,personperson,Connecticut,70392,PackageStatus.DELIVERED,2025-05-12 15:27:49,,True,,True,"Hazardous Materials package weighing 32.83kg, dimensions: 58.85x17.44x84.38cm, volume: 86602.91cm³"
USP91955576,Priority,USPS,37.35,55.33,93.45,70.77,365922.55,person personperson,Wyoming,93967,personperson,West Virginia,80303,PackageStatus.IN_TRANSIT,2025-05-02 18:22:37,,False,361.08,False,"Priority package weighing 37.35kg, dimensions: 55.33x93.45x70.77cm, volume: 365922.55cm³"
USP938257156,Fragile,USPS,9.05,89.66,40.03,8.16,29286.97,personperson,Wyoming,80335,personperson,Wyoming,11251,PackageStatus.OUT_FOR_DELIVERY,2025-05-10 06:20:08,,True,4487.04,False,"Fragile package weighing 9.05kg, dimensions: 89.66x40.03x8.16cm, volume: 29286.97cm³"
DHL84711742,Standard,DHL,42.5,45.07,95.42,86.21,370752.95,personperson,Indiana,48939,personperson,Colorado,75920,PackageStatus.DELIVERED,2025-05-06 10:40:00,,False,,False,"Standard package weighing 42.5kg, dimensions: 45.07x95.42x86.21cm, volume: 370752.95cm³"
Fed164650146,Priority,FedEx,48.12,60.22,65.34,32.21,126739.1,person person,Virginia,26144,person personperson,Delaware,60119,PackageStatus.IN_TRANSIT,2025-05-16 16:59:33,,False,3264.41,True,"Priority package weighing 48.12kg, dimensions: 60.22x65.34x32.21cm, volume: 126739.1cm³"
Fed313667436,Overnight,FedEx,39.69,18.3,31.08,99.86,56796.77,person personperson,Maine,88757,personperson,Rhode Island,89156,PackageStatus.IN_TRANSIT,2025-05-03 02:35:51,,False,,True,"Overnight package weighing 39.69kg, dimensions: 18.3x31.08x99.86cm, volume: 56796.77cm³"
Fed963829746,Fragile,FedEx,11.26,51.0,68.61,59.81,209281.77,person person,New York,89432,person person,Illinois,16314,PackageStatus.DELIVERED,2025-05-16 03:13:33,,True,2786.95,False,"Fragile package weighing 11.26kg, dimensions: 51.0x68.61x59.81cm, volume: 209281.77cm³"
UPS398241387,International,UPS,7.53,12.09,44.74,89.29,48297.55,personperson,Maine,04238,personperson,Florida,81701,PackageStatus.DELIVERED,2025-05-15 23:40:33,,False,3580.95,False,"International package weighing 7.53kg, dimensions: 12.09x44.74x89.29cm, volume: 48297.55cm³"
DHL619891940,Express,DHL,47.33,34.93,11.71,40.87,16717.07,personperson,Kentucky,29398,person personperson,Minnesota,61967,PackageStatus.IN_TRANSIT,2025-05-12 15:06:10,,False,,False,"Express package weighing 47.33kg, dimensions: 34.93x11.71x40.87cm, volume: 16717.07cm³"
UPS734029473,International,UPS,39.07,57.37,65.88,54.73,206853.98,personperson,Georgia,72568,personperson,California,52471,PackageStatus.DELIVERED,2025-05-12 00:06:01,,False,,True,"International package weighing 39.07kg, dimensions: 57.37x65.88x54.73cm, volume: 206853.98cm³"
UPS787991899,Overnight,UPS,28.52,92.01,85.9,52.78,417155.12,personperson,South Dakota,51737,person personperson,Minnesota,93802,PackageStatus.PROCESSING,2025-05-02 13:52:37,,False,,False,"Overnight package weighing 28.52kg, dimensions: 92.01x85.9x52.78cm, volume: 417155.12cm³"
USP548406249,Hazardous Materials,USPS,28.64,86.34,18.35,72.4,114706.14,personperson,Ohio,68045,person personperson,Maryland,40992,PackageStatus.DELIVERED,2025-05-17 10:24:47,,True,,True,"Hazardous Materials package weighing 28.64kg, dimensions: 86.34x18.35x72.4cm, volume: 114706.14cm³"
USP460638662,Overnight,USPS,9.8,7.17,15.53,39.84,4436.19,person person,Nebraska,34193,personperson,Kansas,92081,PackageStatus.PROCESSING,2025-05-02 23:47:25,,False,1327.78,False,"Overnight package weighing 9.8kg, dimensions: 7.17x15.53x39.84cm, volume: 4436.19cm³"
UPS970054558,Fragile,UPS,41.46,54.4,49.9,87.59,237768.31,personperson,Ohio,77033,person person,South Carolina,27898,PackageStatus.DELIVERED,2025-05-09 11:47:11,,True,,True,"Fragile package weighing 41.46kg, dimensions: 54.4x49.9x87.59cm, volume: 237768.31cm³"
Fed232067926,Express,FedEx,4.06,13.03,35.4,27.54,12703.16,personperson,Oklahoma,88983,person person,Utah,70581,PackageStatus.OUT_FOR_DELIVERY,2025-05-12 15:35:41,,False,,True,"Express package weighing 4.06kg, dimensions: 13.03x35.4x27.54cm, volume: 12703.16cm³"
Ama260528928,Fragile,Amazon Logistics,31.4,70.94,5.27,26.95,10075.36,personperson,South Carolina,85810,person personperson,New Hampshire,54112,PackageStatus.DELIVERED,2025-05-04 06:01:51,,True,,True,"Fragile package weighing 31.4kg, dimensions: 70.94x5.27x26.95cm, volume: 10075.36cm³"
UPS483039529,Fragile,UPS,0.65,6.27,43.26,34.43,9338.8,personperson,Montana,29652,person personperson,Massachusetts,19712,PackageStatus.DELIVERED,2025-05-07 14:27:12,,True,,True,"Fragile package weighing 0.65kg, dimensions: 6.27x43.26x34.43cm, volume: 9338.8cm³"
Ama793345196,Priority,Amazon Logistics,9.06,58.31,45.03,92.64,243244.78,person personperson,South Dakota,36795,personperson,Connecticut,34260,PackageStatus.IN_TRANSIT,2025-05-02 14:07:17,,False,,False,"Priority package weighing 9.06kg, dimensions: 58.31x45.03x92.64cm, volume: 243244.78cm³"
Fed948275936,Fragile,FedEx,23.15,76.97,70.73,6.39,34787.72,person personperson,Oregon,25921,person person,Arizona,62562,PackageStatus.DELIVERED,2025-05-17 03:27:18,,True,669.15,False,"Fragile package weighing 23.15kg, dimensions: 76.97x70.73x6.39cm, volume: 34787.72cm³"
Ama581485532,Hazardous Materials,Amazon Logistics,41.62,49.61,41.82,80.0,165975.22,person personperson,Wisconsin,11985,personperson,Rhode Island,94240,PackageStatus.DELIVERED,2025-05-13 14:25:04,,True,4970.49,False,"Hazardous Materials package weighing 41.62kg, dimensions: 49.61x41.82x80.0cm, volume: 165975.22cm³"
Fed970870687,Express,FedEx,38.45,60.53,7.33,96.92,43001.94,person personperson,West Virginia,06891,person personperson,Michigan,88307,PackageStatus.OUT_FOR_DELIVERY,2025-05-14 11:29:44,,False,,True,"Express package weighing 38.45kg, dimensions: 60.53x7.33x96.92cm, volume: 43001.94cm³"
DHL192697745,Overnight,DHL,45.12,93.5,41.99,78.16,306861.24,person person,Nebraska,12673,person personperson,Nebraska,96189,PackageStatus.IN_TRANSIT,2025-05-07 12:45:28,,False,,False,"Overnight package weighing 45.12kg, dimensions: 93.5x41.99x78.16cm, volume: 306861.24cm³"
UPS819700946,Standard,UPS,26.2,63.13,6.34,39.5,15809.65,person person,Rhode Island,89387,person person,California,51040,PackageStatus.DELIVERED,2025-05-06 13:51:33,,False,,True,"Standard package weighing 26.2kg, dimensions: 63.13x6.34x39.5cm, volume: 15809.65cm³"
Ama450560614,Hazardous Materials,Amazon Logistics,37.59,31.77,92.55,26.86,78976.82,personperson,Florida,41357,person person,Kentucky,71713,PackageStatus.DELIVERED,2025-05-07 03:13:15,,True,,False,"Hazardous Materials package weighing 37.59kg, dimensions: 31.77x92.55x26.86cm, volume: 78976.82cm³"
DHL656205771,Refrigerated,DHL,3.37,25.98,68.88,17.76,31781.56,person person,Florida,05103,personperson,Utah,91836,PackageStatus.DELIVERED,2025-05-04 15:27:47,,True,,True,"Refrigerated package weighing 3.37kg, dimensions: 25.98x68.88x17.76cm, volume: 31781.56cm³"
Ama92751056,Express,Amazon Logistics,22.46,18.88,54.39,76.5,78556.56,person personperson,Indiana,48159,person person,Nevada,73842,PackageStatus.DELIVERED,2025-05-13 07:19:21,,False,,False,"Express package weighing 22.46kg, dimensions: 18.88x54.39x76.5cm, volume: 78556.56cm³"
Ama204134327,Overnight,Amazon Logistics,24.62,68.6,99.18,10.13,68921.97,person personperson,Louisiana,25555,personperson,Montana,50086,PackageStatus.PROCESSING,2025-05-01 18:41:18,,False,,True,"Overnight package weighing 24.62kg, dimensions: 68.6x99.18x10.13cm, volume: 68921.97cm³"
UPS386372575,Hazardous Materials,UPS,42.84,32.48,63.76,57.99,120092.93,person person,Washington,53786,personperson,Wyoming,64701,PackageStatus.DELIVERED,2025-05-09 06:01:18,,True,,True,"Hazardous Materials package weighing 42.84kg, dimensions: 32.48x63.76x57.99cm, volume: 120092.93cm³"
DHL374015143,Priority,DHL,26.04,46.68,42.13,8.05,15831.36,personperson,Minnesota,75816,personperson,Alaska,51236,PackageStatus.OUT_FOR_DELIVERY,2025-05-05 14:27:50,,False,,True,"Priority package weighing 26.04kg, dimensions: 46.68x42.13x8.05cm, volume: 15831.36cm³"
UPS678986090,Hazardous Materials,UPS,10.68,27.33,95.36,38.46,100234.02,personperson,Indiana,09606,person person,New Jersey,05970,PackageStatus.DELIVERED,2025-05-08 00:20:21,,True,,True,"Hazardous Materials package weighing 10.68kg, dimensions: 27.33x95.36x38.46cm, volume: 100234.02cm³"
Fed574195747,Priority,FedEx,46.43,11.09,20.79,78.21,18032.18,personperson,New Hampshire,56891,personperson,California,38390,PackageStatus.IN_TRANSIT,2025-05-16 03:56:37,,False,,False,"Priority package weighing 46.43kg, dimensions: 11.09x20.79x78.21cm, volume: 18032.18cm³"
